Document type,Open Access,Number,Authors countries,Authors,Title,Journal title,Volume,Pages,Year,Beamline(s),Facility used,Proposal number,DOI,DOI added,WoS Number,Type,Facility repository
Journal article,,ESRF09WI174,France (ESRF)/Germany/The Netherlands,"Wisse E., Spiering A.J.H., Pfeifer F., Portale G., Siesler H.W., Meijer E.W.",Segmental orientation in well-defined thermoplastic elastomers containing supramolecular fillers,Macromolecules,42,524-530,2009.0,BM26B,ESRF (Grenoble),,10.1021/ma801668k,,WOS:000262625200009,1,ESRF
Journal article,,ESRF09WO292,France (ESRF)/Germany,"Wochner P., Gutt C., Autenrieth T., Demmer T., Bugaev V., Diaz Ortiz A., Duri A., Zontone F., Grübel G., Dosch H.",X-ray cross correlation analysis uncovers hidden local symmetries in disordered matter,Proceedings of the National Academy of Sciences of the USA,106,11511-11514,2009.0,ID10A,ESRF (Grenoble),,10.1073/pnas.0905337106,,WOS:000267972700017,1,ESRF
Journal article,,ESRF10WO165,Germany/UK/France (ESRF),"Wosylus A., Schwarz U., Akselrud L., Tucker M.G., Hanfland M., Rabia K., Kuntscher C., von Appen J., Dronskowski R., Rau D., Niewa R.",High-pressure phase transition and properties of Cu3N: An experimental and theoretical study,Zeitschrift für Anorganische und Allgemeine Chemie,635,1959-1968,2009.0,ID9A,ESRF (Grenoble),,10.1002/zaac.200900369,,WOS:000271575500034,1,ESRF
Journal article,,ESRF09WU128,France (ESRF)/France (not ESRF)/Germany/Japan,"Wu H., Burnus T., Hu Z., Martin C., Maignan A., Cezar J.C., Tanaka A., Brookes N.B., Khomskii D.I., Tjeng L.H.",Ising magnetism and ferroelectricity in Ca3CoMnO6,Physical Review Letters,102,026404-1-026404-4,2009.0,ID8,ESRF (Grenoble),,10.1103/PhysRevLett.102.026404,,WOS:000262535900052,1,ESRF
Journal article,,ESRF09WU205,France (ESRF)/Germany/USA,"Wu X., Steinle-Neumann G., Narygina O., Kantor I., McCammon C., Pascarelli S., Aquilanti G., Prakapenka V., Dubrovinsky L.",Iron oxidation state of FeTiO3 under high pressure,Physical Review B,79,094106-1-094106-7,2009.0,ID24,APS (Argonne)/ESRF (Grenoble),,10.1103/PhysRevB.79.094106,,WOS:000264768200036,1,ESRF
Journal article,,ESRF09YA323,Australia/France (ESRF),"Yakovlev S., Avdeev M., Mezouar M.",High-pressure structural behavior and equation of state of NaZnF3,Journal of Solid State Chemistry,182,1545-1549,2009.0,ID27,ESRF (Grenoble),,10.1016/j.jssc.2009.03.031,,WOS:000266680400038,1,ESRF
Journal article,,ESRF10YA606,Australia/France (ESRF),"Yan K., Liss K.D., Garbe U., Daniels J., Kirstein O., Li H., Dippenaar R.",From single grains to texture,Advanced Engineering Materials,11,771-773,2009.0,ID15B_HEX,ESRF (Grenoble),,10.1002/adem.200900163,,WOS:000272275400003,1,ESRF
Journal article,,ESRF09YE637,Germany/France (ESRF)/China,"Ye S., Ney V., Kammermeier T., Ollefs K., Zhou S., Schmidt H., Wilhelm F., Rogalev A., Ney A.",Absence of ferromagnetic-transport signatures in epitaxial paramagnetic and superparamagnetic Zn0.95Co0.05O films,Physical Review B,80,245321-1-245321-7,2009.0,ID12,ESRF (Grenoble),"HE-2861, HE-2860, HE-2714",10.1103/PhysRevB.80.245321,,WOS:000273229200100,1,ESRF
Journal article,,ESRF09YE559,Germany/Austria/France (ESRF),"Yefanov O.M., Zozulya A.V., Vartanyants I.A., Stangl J., Mocuta C., Metzger T.H., Bauer G., Boeck T., Schmidbauer M.",Coherent diffraction tomography of nanoislands from grazing-incidence small-angle x-ray scattering,Applied Physics Letters,94,123104-1-123104-3,2009.0,ID1,ESRF (Grenoble),,10.1063/1.3103246,,WOS:000264633500054,1,ESRF
Journal article,,ESRF09YO126,France (ESRF)/Germany/Moldova,"Yokaichiya F., Krimmel A., Tsurkan V., Margiolaki I., Thompson P., Nunes Bordallo H., Buchsteiner A., Stüsser N., Argyriou D.N., Loidl A.",Spin-driven phase transitions in ZnCr2Se4 and ZnCr2S4 probed by high-resolution synchrotron x-ray and neutron powder diffraction,Physical Review B,79,064423-1-064423-10,2009.0,ID31,ESRF (Grenoble),,10.1103/PhysRevB.79.064423,,WOS:000263815600062,1,ESRF
Journal article,,ESRF09YU532,France (ESRF)/Spain,"Yuste C., Cañadillas-Delgado L., Labrador A., Delgado F.S., Ruiz-Pérez C., Lloret F., Julve M.","Low-dimensional copper(II) complexes with the trinucleating ligand 2,4,6-Tris(di-2-pyridylamine)-1,3,5-triazine: Synthesis, crystal structures, and magnetic properties",Inorganic Chemistry,48,6630-6640,2009.0,BM16,ESRF (Grenoble),,10.1021/ic900599g,,WOS:000268137900044,1,ESRF
Article from Conference in a Journal,,ESRF10ZA141,Germany/Sweden/France (ESRF),"Zaharieva I., Chernev P., Risch M., Gerencser L., Berggren G., Shevchenko D., Anderlund M., Weng T.C., Haumann M., Dau H.","Towards a comprehensive X-ray approach for studying the photosynthetic manganese complex-XANES, Kα/Kβ/Kβ-satellite emission lines, RIXS, and comparative computational approaches for selected model complexes",Journal of Physics : Conference Series,190,012142-1-12142-6,2009.0,ID26,ESRF (Grenoble)/BESSY (Germany),,10.1088/1742-6596/190/1/012142,,WOS:000275152100143,1,ESRF
Journal article,,ESRF09ZA579,Germany/France (ESRF),"Zander T., Deneke C., Malachias A., Mickel C., Metzger T.H., Schmidt O.G.",Planar hybrid superlattices by compression of rolled-up nanomembranes,Applied Physics Letters,94,053102-1-053102-3,2009.0,ID1,ESRF (Grenoble),,10.1063/1.3074449,,WOS:000263167000050,1,ESRF
Journal article,,ESRF09ZA259,France (ESRF)/Germany/Sweden/USA,"Zarechnaya E.Y., Dubrovinsky L., Dubrovinskaia N., Filinchuk Y., Chernyshov D., Dmitriev V., Miyajima N., El Goresy A., Braun H.F., van Smaalen S., Kantor I., Kantor A., Prakapenka V., Hanfland M., Mikhaylushkin A.S., Abrikosov I.A., Simak S.I.",Superhard semiconducting optically transparent high pressure phase of boron,Physical Review Letters,102,185501-1-185501-4,2009.0,BM1/ID9A,ESRF (Grenoble),,10.1103/PhysRevLett.102.185501,,WOS:000265948600041,1,ESRF
Journal article,,ESRF09ZE586,UK/France (ESRF)/France (not ESRF)/USA,"Zeidler A., Drewitt J.W.E., Salmon P.S., Barnes A.C., Crichton W.A., Klotz S., Fischer H.E., Benmore C.J., Ramos S., Hannon A.C.",Establishing the structure of GeS2 at high pressures and temperatures: A combined approach using x-ray and neutron diffraction,Journal of Physics Condensed Matter,21,474217-1-474217-22,2009.0,ID30,ESRF (Grenoble),,10.1088/0953-8984/21/47/474217,,WOS:000271519200019,1,ESRF
Journal article,,ESRF09ZH684,Russia/France (ESRF),"Zheludeva S.I., Novikova N.N., Kovalchuk M.V., Stepina N.D., Konovalov O.V., Yurieva E.A.",X-ray fluorescence studies for the elemental composition and molecular organization of protein films on the surface of the liquid subphase,Crystallography Reports,54,920-928,2009.0,ID10B,ESRF (Grenoble),,10.1134/S1063774509060030,,WOS:000272868300003,1,ESRF
Journal article,,ESRF09ZI339,Croatia/France (ESRF),"Ziegler E., Aquilanti G., Mathon O., De Panfilis S., Van Vaerenbergh P.",EXAFS measurements at the micrometer-scale spatial resolution using achromatic multilayer-based focusing optics,X-Ray Spectrometry,38,250-253,2009.0,BM5/BM29,ESRF (Grenoble),,10.1002/xrs.1154,,WOS:000265961600018,1,ESRF
Journal article,,ESRF09ZO607,Switzerland/Thailand/France (ESRF)/France (not ESRF),"Zollikofer C.P.E., Ponce de León M.S., Chaimanee Y., Lebrun R., Tafforeau P., Khansubhaand S., Jaeger J.J.",The face of Siamopithecus: New geometric-morphometric evidence for its anthropoid status,Anatomical Record,292,1734-1744,2009.0,ID17/ID19,ESRF (Grenoble),,10.1002/ar.20998,,WOS:000271589200006,1,ESRF
Journal article,,ESRF08AB698,France (ESRF)/Germany/USA,"Abeykoon A.M.M., Castro-Colin M., Anokhina E.V., Iliev M.N., Donner W., Brunelli M., Jacobson A.J., Moss S.C.",X-ray scattering studies of HgSe nanoclusters in zeolite,Metallurgical and Materials Transactions A,39,3179-3183,2008.0,ID31,ESRF (Grenoble),,10.1007/s11661-008-9563-9,,WOS:000260838700017,1,ESRF
Journal article,,ESRF08AB451,France (ESRF)/Germany/Spain,"Abrasonis G., Scheinost A.C., Zhou S., Torres R., Gago R., Jiménez I., Kuepper K., Potzger K., Krause M., Kolitsch A., Möller W., Bartkowski S., Neumann M., Gareev R.R.",X-ray spectroscopic and magnetic investigation of C:Ni nanocomposite films grown by ion beam cosputtering,Journal of Physical Chemistry C,112,12628-12637,2008.0,BM20,ALS (Berkeley)/BESSY (Germany)/ESRF (Grenoble),,10.1021/jp8011415,,WOS:000258443000010,1,ESRF
Journal article,,ESRF08AD318,France (ESRF)/France (not ESRF),"Adam J.F., Biston M.C., Rousseau J., Boudou C., Charvet A.M., Balosso J., Estève F., Elleaume H.",Heavy element enhanced synchrotron stereotactic radiotherapy as a promising brain tumour treatment,Physica Medica,24,92-97,2008.0,ID17,ESRF (Grenoble),,10.1016/j.ejmp.2008.02.003,,WOS:000257546600009,1,ESRF
Journal article,,ESRF08AD597,France (ESRF)/France (not ESRF)/Germany/UK/USA,"Adam V., Lelimousin M., Boehme S., Desfonds G., Nienhaus K., Field M.J., Wiedenmann J., McSweeney S., Nienhaus G.U., Bourgeois D.","Structural characterization of IrisFP, an optical highlighter undergoing multiple photo-induced transformations",Proceedings of the National Academy of Sciences of the USA,105,18343-18348,2008.0,ID14-3/ID23-1/ID29,ESRF (Grenoble),,10.1073/pnas.0805949105,,WOS:000261489300056,1,ESRF
Journal article,,ESRF08AG236,France (ESRF)/UK,"Agrestini S., Mazzoli C., Bombardi A., Lees M.R.",Incommensurate magnetic ground state revealed by resonant X-ray scattering in the frustrated spin system Ca3Co2O6,Physical Review B,77,140403-1-140403-4,2008.0,ID20_RXD,ESRF (Grenoble),,10.1103/PhysRevB.77.140403,,WOS:000255457300003,1,ESRF
Journal article,,ESRF08AL420,France (ESRF)/Italy/Norway,"Albertsen J.Z., Grong Ø., Walmsley J.C., Mathiesen R.H., van Beek W.","A model for high-temperature pitting corrosion in nickel-based alloys involving internal precipitation of carbides, oxides, and graphite",Metallurgical and Materials Transactions A,39,1258-1276,2008.0,BM1,ESRF (Grenoble),,10.1007/s11661-008-9494-5,,WOS:000255789000003,1,ESRF
Journal article,,ESRF08AL456,France (ESRF)/France (not ESRF),"Alric C., Serduc R., Mandon C., Taleb J., Le Duc G., Le Meur-Herland A., Billotey C., Perriat P., Roux S., Tillement O.",Gold nanoparticles designed for combining dual modality imaging and radiotherapy,Gold Bulletin,41,90-97,2008.0,ID17,ESRF (Grenoble),MD-273,10.1007/BF03216586,,WOS:000257937100003,1,ESRF
Journal article,,ESRF08AL227,France (ESRF)/France (not ESRF),"Alric C., Taleb J., Le Duc G., Mandon C., Billotey C., Le Meur-Herland A., Brochard T., Vocanson F., Janier M., Perriat P., Roux S., Tillement O.",Gadolinium chelate coated gold nanoparticles as contrast agents for both X-ray computed tomography and magnetic resonance imaging,Journal of the American Chemical Society,130,5908-5915,2008.0,ID17,ESRF (Grenoble),,10.1021/ja078176p,,WOS:000255629400029,1,ESRF
Journal article,,ESRF08AL245,France (ESRF)/France (not ESRF)/UK,"Altenkirch J., Steuwer A., Peel M., Richards D.G., Withers P.J.",The effect of tensioning and sectioning on residual stresses in aluminium AA7749 friction stir welds,Materials Science and Engineering A,488,16-24,2008.0,ID15A_HEX,ESRF (Grenoble),,10.1016/j.msea.2007.10.055,,WOS:000258860300003,1,ESRF
Journal article,,ESRF10AL133,France (not ESRF)/Sweden/UK/France (ESRF),"Altenkirch J., Steuwer A., Peel M.J., Withers P.J., Williams S.W., Poad M.",Mechanical tensioning of high-strength aluminum alloy friction stir welds,Metallurgical and Materials Transactions A,39,3246-3259,2008.0,ID15A_HEX,ESRF (Grenoble),,10.1007/s11661-008-9668-1,,WOS:000260838700025,1,ESRF
Journal article,,ESRF08AL113,France (ESRF)/France (not ESRF)/Germany/UK,"Altenkirch J., Steuwer A., Withers P.J., Buslaps T., Berger U.",Robotic sample manipulation for stress and texture determination on neutron and synchrotron X-ray diffractometers,Nuclear Instruments and Methods in Physics Research A,584,428-435,2008.0,ID15A_HEX,ESRF (Grenoble),,10.1016/j.nima.2007.10.012,,WOS:000253081800022,1,ESRF
Journal article,,ESRF12AL111,France (ESRF)/France (not ESRF)/UK,"Al-Jawad M., Simmons L.M., Steuwer A., Kilcoyne S.H., Shore R.C., Cywinski R., Wood D.J.",Three dimensional mapping of texture in dental enamel,Key Engineering Materials,361-363,877-880,2008.0,BM28,ESRF (Grenoble),,10.4028/www.scientific.net/KEM.361-363.877,,WOS:000253480200217,1,ESRF
Journal article,,ESRF09AM248,France (ESRF)/France (not ESRF),"Amsellem O., Madi K., Borit F., Jeulin D., Guipont V., Jeandin M., Boller E., Pauchet F.",Two-dimensional (2D) and three-dimensional (3D) analyses of plasma-sprayed alumina microstructures for finite-element simulation of Young's modulus,Journal of Materials Science,43,4091-4098,2008.0,ID19,ESRF (Grenoble),,10.1007/s10853-007-2239-9,,WOS:000256010100014,1,ESRF
Journal article,,ESRF08AN390,France (ESRF)/France (not ESRF),"Andreani M., Grauby O., Baronnet A., Muñoz M.","Occurrence, composition and growth of polyhedral serpentine",European Journal of Mineralogy,20,159-171,2008.0,ID24,ESRF (Grenoble),,10.1127/0935-1221/2008/0020-1801,,WOS:000255894900001,1,ESRF
Journal article,,ESRF08AN145,France (ESRF)/Poland/Russia/Sweden,"Andreeva M.A., Monina N.G., Häggström L., Lindgren B., Kalska B., Kamali S., Vdovichev S.N., Salashchenko N.N., Semenov V.G., Leupold O., Rüffer R.",Nuclear resonant reflectivity with standing waves for the investigation of a thin 57Fe layer buried inside a superconducting Si/[Mo/Si]45/57Fe/Nb multilayer,Nuclear Instruments and Methods in Physics Research B,266,187-196,2008.0,ID18,ESRF (Grenoble),,10.1016/j.nimb.2007.10.026,,WOS:000253080300029,1,ESRF
Journal article,,ESRF08AN691,France (ESRF)/Germany/Greece,"Angelakeris M., Papaioannou E.T., Poulopoulos P., Vlachos A., Natsiopoulos G., Wilhelm F., Rogalev A., Flevaris N.K.",Pt-Co multilayers: Interface effects at the monolayer limit,Physica Status Solidi (a),205,2302-2306,2008.0,ID12,ESRF (Grenoble),,10.1002/pssa.200778802,,WOS:000260438800003,1,ESRF
Journal article,,ESRF08AN712,France (ESRF)/Italy,"Angelini A., Cendron L., Gonçalves S., Zanotti G., Terradot L.","Structural and enzymatic characterization of HP0496, a YbgC thioesterase from Helicobacter pylori","Proteins: Structure, Function and Bioinformatics",72,1212-1221,2008.0,ID14-3,ESRF (Grenoble),MX-805,10.1002/prot.22014,,WOS:000259287500010,1,ESRF
Journal article,,ESRF08AN609,France (ESRF)/France (not ESRF)/Poland,"Anokhin D.V., Rosenthal M., Makowski T., Tracz A., Bras W., Kvashnina K., Ivanov D.A.",Comparative structural study of thin films of a columnar liquid crystal aligned by mechanical shearing and zone casting,Thin Solid Films,517,982-985,2008.0,BM26B,ESRF (Grenoble),,10.1016/j.tsf.2008.07.012,,WOS:000261693900099,1,ESRF
Journal article,,ESRF08AN171,France (ESRF)/France (not ESRF)/Germany/USA,"Antonangeli D., Benedetti L.R., Farber D.L., Steinle-Neumann G., Auzende A.L., Badro J., Hanfland M., Krisch M.","Anomalous pressure evolution of the axial ratio c/a in hcp cobalt: Interplay between structure, magnetism, and lattice dynamics",Applied Physics Letters,92,111911-1-111911-3,2008.0,ID9A,ESRF (Grenoble),,10.1063/1.2897038,,WOS:000254292400031,1,ESRF
Journal article,,ESRF08AN184,France (ESRF)/France (not ESRF)/USA,"Antonangeli D., Krisch M., Farber D.L., Ruddle D.G., Fiquet G.",Elasticity of hexagonal-closed-packed cobalt at high pressure and temperature: A quasiharmonic case,Physical Review Letters,100,085501-1-085501-4,2008.0,ID28,ESRF (Grenoble),,10.1103/PhysRevLett.100.085501,,WOS:000253764400032,1,ESRF
